Period,Country,Sector,Subsector,Flow,Value,Marker
year/2018,africa,creative-industries,film-tv-radio-and-photography,exports,230.351725821264,
year/2018,africa,creative-industries,it-software-and-computer-services,exports,254.855772466872,
year/2018,africa,creative-industries,publishing,exports,51.1258073775994,
year/2018,africa,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,africa,creative-industries,music-performing-and-visual-arts,exports,6.6602940910621,
year/2018,africa,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,africa,digital-sector,wholesale-of-computers-and-electronics,exports,10.928207656514,
year/2018,africa,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,50.8754048204025,
year/2018,africa,digital-sector,software-publishing,exports,17.0470350860314,
year/2018,africa,digital-sector,film-tv-video-radio-and-music,exports,234.273837266908,
year/2018,africa,digital-sector,telecommunications,exports,490.818182302119,
year/2018,africa,digital-sector,computer-programming-consultancy-and-related-activities,exports,296.824356326897,
year/2018,africa,digital-sector,information-service-activities,exports,65.0933818370198,
year/2018,africa,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,africa,cultural-sector,arts,exports,2.6289019341984,
year/2018,africa,cultural-sector,film-tv-and-music,exports,233.766437266908,
year/2018,africa,cultural-sector,radio,exports,0.0,suppressed
year/2018,africa,cultural-sector,photography,exports,0.10928071122,
year/2018,africa,cultural-sector,cultural-crafts,exports,0.0,
year/2018,africa,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,africa,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,africa,cultural-sector,cultural-education,exports,0.0,
year/2018,africa,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,africa,audio-visual,audio-visual,exports,236.949279169857,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,17797.0194107771,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,4209.44594853569,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,30680.7551077972,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,59.7324570742712,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,sport,imports,1228.75779469831,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,4561.10999843699,
year/2018,world,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,34139.7796926682,
year/2018,world,creative-industries,advertising-and-marketing,imports,1761.28751569731,
year/2018,world,creative-industries,architecture,imports,95.3355777943093,
year/2018,world,creative-industries,crafts,imports,0.0,suppressed
year/2018,world,creative-industries,design-and-designer-fashion,imports,75.4936314237508,
year/2018,world,creative-industries,film-tv-radio-and-photography,imports,3762.13359705203,
year/2018,world,creative-industries,it-software-and-computer-services,imports,11172.306680026,
year/2018,world,creative-industries,publishing,imports,488.807057300064,
year/2018,world,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,world,creative-industries,music-performing-and-visual-arts,imports,426.536778314658,
year/2018,world,digital-sector,manufacturing-of-electronics-and-computers,imports,107.390381358101,
year/2018,world,digital-sector,wholesale-of-computers-and-electronics,imports,2441.08542426523,
year/2018,world,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,401.166229207928,
year/2018,world,digital-sector,software-publishing,imports,586.450268447683,
year/2018,world,digital-sector,film-tv-video-radio-and-music,imports,4058.6691684447,
year/2018,world,digital-sector,telecommunications,imports,4561.10999843699,
year/2018,world,digital-sector,computer-programming-consultancy-and-related-activities,imports,15778.7781284133,
year/2018,world,digital-sector,information-service-activities,imports,2475.98239556733,
year/2018,world,digital-sector,repair-of-computers-and-communication-equipment,imports,270.123113655968,
year/2018,world,cultural-sector,arts,imports,117.078452793072,
year/2018,world,cultural-sector,film-tv-and-music,imports,4056.98146827026,
year/2018,world,cultural-sector,radio,imports,7.08470017444,
year/2018,world,cultural-sector,photography,imports,12.92275412892,
year/2018,world,cultural-sector,cultural-crafts,imports,0.0,suppressed
year/2018,world,cultural-sector,museums-and-galleries,imports,0.0,suppressed
year/2018,world,cultural-sector,library-and-archives,imports,7.8434,
year/2018,world,cultural-sector,cultural-education,imports,0.0,
year/2018,world,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,suppressed
year/2018,world,audio-visual,audio-visual,imports,5010.43574260525,
year/2018,world,all-uk-2018-pink-book-estimate,all-uk-2018-pink-book-estimate,imports,192769.0,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,8615.7393631384,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,1920.05135580341,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,17714.9743385686,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,43.1478143592456,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,sport,imports,1090.09686867927,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,3124.24158155617,
year/2018,europe,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,20208.6765649978,
year/2018,europe,creative-industries,advertising-and-marketing,imports,1145.2646685026,
year/2018,europe,creative-industries,architecture,imports,37.4213438776852,
year/2018,europe,creative-industries,crafts,imports,0.0,suppressed
year/2018,europe,creative-industries,design-and-designer-fashion,imports,48.3330443623234,
year/2018,europe,creative-industries,film-tv-radio-and-photography,imports,1761.51005057646,
year/2018,europe,creative-industries,it-software-and-computer-services,imports,5272.81278760696,
year/2018,europe,creative-industries,publishing,imports,197.471562985424,
year/2018,europe,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,europe,creative-industries,music-performing-and-visual-arts,imports,146.966925871241,
year/2018,europe,digital-sector,manufacturing-of-electronics-and-computers,imports,24.470517693488,
year/2018,europe,digital-sector,wholesale-of-computers-and-electronics,imports,1775.44900058848,
year/2018,europe,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,134.438461222396,
year/2018,europe,digital-sector,software-publishing,imports,274.508336647459,
year/2018,europe,digital-sector,film-tv-video-radio-and-music,imports,1853.64597091837,
year/2018,europe,digital-sector,telecommunications,imports,3124.24158155617,
year/2018,europe,digital-sector,computer-programming-consultancy-and-related-activities,imports,8415.94899741677,
year/2018,europe,digital-sector,information-service-activities,imports,1918.50386355577,
year/2018,europe,digital-sector,repair-of-computers-and-communication-equipment,imports,193.767608969677,
year/2018,europe,cultural-sector,arts,imports,50.0220784801413,
year/2018,europe,cultural-sector,film-tv-and-music,imports,1855.62261818107,
year/2018,europe,cultural-sector,radio,imports,0.0,suppressed
year/2018,europe,cultural-sector,photography,imports,4.808927049191,
year/2018,europe,cultural-sector,cultural-crafts,imports,0.0,suppressed
year/2018,europe,cultural-sector,museums-and-galleries,imports,0.0,suppressed
year/2018,europe,cultural-sector,library-and-archives,imports,3.8244,
year/2018,europe,cultural-sector,cultural-education,imports,0.0,
year/2018,europe,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,suppressed
year/2018,europe,audio-visual,audio-visual,imports,2755.92167882884,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,6632.13428103554,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,1630.42136155767,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,13531.9070147131,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,42.3881881737916,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,sport,imports,988.305142330726,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,2904.70790490332,
year/2018,european-union,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,15835.2776210953,
year/2018,european-union,creative-industries,advertising-and-marketing,imports,1097.90033910844,
year/2018,european-union,creative-industries,architecture,imports,36.3773438776852,
year/2018,european-union,creative-industries,crafts,imports,0.0,suppressed
year/2018,european-union,creative-industries,design-and-designer-fashion,imports,42.5788316492737,
year/2018,european-union,creative-industries,film-tv-radio-and-photography,imports,1482.94441574226,
year/2018,european-union,creative-industries,it-software-and-computer-services,imports,3713.51020235924,
year/2018,european-union,creative-industries,publishing,imports,116.961602483219,
year/2018,european-union,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,european-union,creative-industries,music-performing-and-visual-arts,imports,136.978191988968,
year/2018,european-union,digital-sector,manufacturing-of-electronics-and-computers,imports,22.5137553457616,
year/2018,european-union,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,european-union,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,82.4876866937147,
year/2018,european-union,digital-sector,software-publishing,imports,266.329720537768,
year/2018,european-union,digital-sector,film-tv-video-radio-and-music,imports,1569.07451610483,
year/2018,european-union,digital-sector,telecommunications,imports,2904.70790490332,
year/2018,european-union,digital-sector,computer-programming-consultancy-and-related-activities,imports,6287.74288378476,
year/2018,european-union,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,european-union,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,european-union,cultural-sector,arts,imports,47.2483736167566,
year/2018,european-union,cultural-sector,film-tv-and-music,imports,1571.64416336753,
year/2018,european-union,cultural-sector,radio,imports,0.0,suppressed
year/2018,european-union,cultural-sector,photography,imports,0.0,suppressed
year/2018,european-union,cultural-sector,cultural-crafts,imports,0.0,suppressed
year/2018,european-union,cultural-sector,museums-and-galleries,imports,0.0,suppressed
year/2018,european-union,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,european-union,cultural-sector,cultural-education,imports,0.0,
year/2018,european-union,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,suppressed
year/2018,european-union,audio-visual,audio-visual,imports,1585.76934525995,
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,57.004742275883,
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,15.2172369707331,
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,93.8293601811507,
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,sport,imports,4.7417218489,
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,13.1730598332096,
year/2018,austria,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,109.047553688814,
year/2018,austria,creative-industries,advertising-and-marketing,imports,4.2533145418721,
year/2018,austria,creative-industries,architecture,imports,0.0,
year/2018,austria,creative-industries,crafts,imports,0.0,
year/2018,austria,creative-industries,design-and-designer-fashion,imports,0.0,suppressed
year/2018,austria,creative-industries,film-tv-radio-and-photography,imports,10.9098551725613,
year/2018,austria,creative-industries,it-software-and-computer-services,imports,39.0720360612688,
year/2018,austria,creative-industries,publishing,imports,1.73854453251698,
year/2018,austria,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,austria,creative-industries,music-performing-and-visual-arts,imports,0.9173817981718,
year/2018,austria,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,suppressed
year/2018,austria,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,austria,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,1.48583344662178,
year/2018,austria,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,austria,digital-sector,film-tv-video-radio-and-music,imports,11.0250434500111,
year/2018,austria,digital-sector,telecommunications,imports,13.1730598332096,
year/2018,austria,digital-sector,computer-programming-consultancy-and-related-activities,imports,23.8018970343469,
year/2018,austria,digital-sector,information-service-activities,imports,0.359364702663,
year/2018,austria,digital-sector,repair-of-computers-and-communication-equipment,imports,1.28653294513,
year/2018,austria,cultural-sector,arts,imports,0.0,suppressed
year/2018,austria,cultural-sector,film-tv-and-music,imports,14.3480434500111,
year/2018,austria,cultural-sector,radio,imports,0.0,suppressed
year/2018,austria,cultural-sector,photography,imports,0.0,suppressed
year/2018,austria,cultural-sector,cultural-crafts,imports,0.0,
year/2018,austria,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,austria,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,austria,cultural-sector,cultural-education,imports,0.0,
year/2018,austria,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,austria,audio-visual,audio-visual,imports,11.1306573148662,
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,165.9792012391,
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,18.3503935645113,
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,328.021935166741,
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,sport,imports,7.1419490976035,
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,79.5533163513389,
year/2018,belgium,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,361.94213701062,
year/2018,belgium,creative-industries,advertising-and-marketing,imports,17.76659713921,
year/2018,belgium,creative-industries,architecture,imports,0.0,suppressed
year/2018,belgium,creative-industries,crafts,imports,0.0,
year/2018,belgium,creative-industries,design-and-designer-fashion,imports,2.9933898305097,
year/2018,belgium,creative-industries,film-tv-radio-and-photography,imports,17.7006067739916,
year/2018,belgium,creative-industries,it-software-and-computer-services,imports,120.512513479593,
year/2018,belgium,creative-industries,publishing,imports,2.07890996497586,
year/2018,belgium,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,belgium,creative-industries,music-performing-and-visual-arts,imports,0.5797867905197,
year/2018,belgium,digital-sector,manufacturing-of-electronics-and-computers,imports,1.5262231008656,
year/2018,belgium,digital-sector,wholesale-of-computers-and-electronics,imports,53.4031670271845,
year/2018,belgium,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,1.69111548059456,
year/2018,belgium,digital-sector,software-publishing,imports,0.5836202940702,
year/2018,belgium,digital-sector,film-tv-video-radio-and-music,imports,17.9253935645116,
year/2018,belgium,digital-sector,telecommunications,imports,79.5533163513389,
year/2018,belgium,digital-sector,computer-programming-consultancy-and-related-activities,imports,163.738005303013,
year/2018,belgium,digital-sector,information-service-activities,imports,4.5462649948804,
year/2018,belgium,digital-sector,repair-of-computers-and-communication-equipment,imports,5.054829050282,
year/2018,belgium,cultural-sector,arts,imports,0.2879999999997,
year/2018,belgium,cultural-sector,film-tv-and-music,imports,17.9183935645116,
year/2018,belgium,cultural-sector,radio,imports,0.0,suppressed
year/2018,belgium,cultural-sector,photography,imports,0.0,suppressed
year/2018,belgium,cultural-sector,cultural-crafts,imports,0.0,
year/2018,belgium,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,belgium,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,belgium,cultural-sector,cultural-education,imports,0.0,
year/2018,belgium,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,belgium,audio-visual,audio-visual,imports,18.3895530577799,
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,34.0373969188496,
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,16.2967874073631,
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,67.7461059860413,
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,suppressed
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,3.8753191219893,
year/2018,bulgaria,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,72.7935587248117,
year/2018,bulgaria,creative-industries,advertising-and-marketing,imports,0.0,suppressed
year/2018,bulgaria,creative-industries,architecture,imports,0.0,suppressed
year/2018,bulgaria,creative-industries,crafts,imports,0.0,
year/2018,bulgaria,creative-industries,design-and-designer-fashion,imports,0.0,suppressed
year/2018,bulgaria,creative-industries,film-tv-radio-and-photography,imports,16.2816924420061,
year/2018,bulgaria,creative-industries,it-software-and-computer-services,imports,12.3978943704585,
year/2018,bulgaria,creative-industries,publishing,imports,1.3679596527921,
year/2018,bulgaria,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,bulgaria,creative-industries,music-performing-and-visual-arts,imports,0.0,suppressed
year/2018,bulgaria,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,bulgaria,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,bulgaria,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.0,suppressed
year/2018,bulgaria,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,bulgaria,digital-sector,film-tv-video-radio-and-music,imports,16.2826924420061,
year/2018,bulgaria,digital-sector,telecommunications,imports,3.8753191219893,
year/2018,bulgaria,digital-sector,computer-programming-consultancy-and-related-activities,imports,12.7051761976925,
year/2018,bulgaria,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,bulgaria,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,bulgaria,cultural-sector,arts,imports,0.0,suppressed
year/2018,bulgaria,cultural-sector,film-tv-and-music,imports,16.2786924420061,
year/2018,bulgaria,cultural-sector,radio,imports,0.0,suppressed
year/2018,bulgaria,cultural-sector,photography,imports,0.0,
year/2018,bulgaria,cultural-sector,cultural-crafts,imports,0.0,
year/2018,bulgaria,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,bulgaria,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,bulgaria,cultural-sector,cultural-education,imports,0.0,
year/2018,bulgaria,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,bulgaria,audio-visual,audio-visual,imports,17.2093239552536,
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,5.87679077369369,
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,4.6716842771684,
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,11.3916915233629,
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,suppressed
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,2.4991843029115,
year/2018,croatia,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,12.6507234801091,
year/2018,croatia,creative-industries,advertising-and-marketing,imports,0.122151182116,
year/2018,croatia,creative-industries,architecture,imports,0.0,
year/2018,croatia,creative-industries,crafts,imports,0.0,
year/2018,croatia,creative-industries,design-and-designer-fashion,imports,0.0,suppressed
year/2018,croatia,creative-industries,film-tv-radio-and-photography,imports,4.6656842771684,
year/2018,croatia,creative-industries,it-software-and-computer-services,imports,0.9634401700267,
year/2018,croatia,creative-industries,publishing,imports,0.0775151443825917,
year/2018,croatia,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,croatia,creative-industries,music-performing-and-visual-arts,imports,0.0,suppressed
year/2018,croatia,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,suppressed
year/2018,croatia,digital-sector,wholesale-of-computers-and-electronics,imports,2.9599207661515,
year/2018,croatia,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.0327957504235917,
year/2018,croatia,digital-sector,software-publishing,imports,0.0,
year/2018,croatia,digital-sector,film-tv-video-radio-and-music,imports,4.6666842771684,
year/2018,croatia,digital-sector,telecommunications,imports,2.4991843029115,
year/2018,croatia,digital-sector,computer-programming-consultancy-and-related-activities,imports,0.0,suppressed
year/2018,croatia,digital-sector,information-service-activities,imports,0.0162396175042,
year/2018,croatia,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,croatia,cultural-sector,arts,imports,0.0,suppressed
year/2018,croatia,cultural-sector,film-tv-and-music,imports,4.6666842771684,
year/2018,croatia,cultural-sector,radio,imports,0.0,
year/2018,croatia,cultural-sector,photography,imports,0.0,
year/2018,croatia,cultural-sector,cultural-crafts,imports,0.0,
year/2018,croatia,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,croatia,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,croatia,cultural-sector,cultural-education,imports,0.0,
year/2018,croatia,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,croatia,audio-visual,audio-visual,imports,4.6716842771684,
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,52.3536579706529,
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,0.494704995974,
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,79.6024895479155,
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,sport,imports,1.615,
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,27.2046745304837,
year/2018,cyprus,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,113.622740881842,
year/2018,cyprus,creative-industries,advertising-and-marketing,imports,2.1974596399828,
year/2018,cyprus,creative-industries,architecture,imports,0.0,suppressed
year/2018,cyprus,creative-industries,crafts,imports,0.0,
year/2018,cyprus,creative-industries,design-and-designer-fashion,imports,0.0,suppressed
year/2018,cyprus,creative-industries,film-tv-radio-and-photography,imports,0.193601397403,
year/2018,cyprus,creative-industries,it-software-and-computer-services,imports,49.3244578459575,
year/2018,cyprus,creative-industries,publishing,imports,0.238275207612671,
year/2018,cyprus,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,cyprus,creative-industries,music-performing-and-visual-arts,imports,0.0,suppressed
year/2018,cyprus,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,cyprus,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,cyprus,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.183221414055571,
year/2018,cyprus,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,cyprus,digital-sector,film-tv-video-radio-and-music,imports,0.422601397403,
year/2018,cyprus,digital-sector,telecommunications,imports,27.2046745304837,
year/2018,cyprus,digital-sector,computer-programming-consultancy-and-related-activities,imports,49.5204081660669,
year/2018,cyprus,digital-sector,information-service-activities,imports,0.7315175696473,
year/2018,cyprus,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,
year/2018,cyprus,cultural-sector,arts,imports,0.0,suppressed
year/2018,cyprus,cultural-sector,film-tv-and-music,imports,0.422601397403,
year/2018,cyprus,cultural-sector,radio,imports,0.0,
year/2018,cyprus,cultural-sector,photography,imports,0.0,suppressed
year/2018,cyprus,cultural-sector,cultural-crafts,imports,0.0,
year/2018,cyprus,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,cyprus,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,cyprus,cultural-sector,cultural-education,imports,0.0,
year/2018,cyprus,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,cyprus,audio-visual,audio-visual,imports,0.561601397403,
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,54.9704944917485,
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,12.9253202185881,
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,204.690927065571,
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,sport,imports,7.517115016,
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,126.970700628923,
year/2018,czech-republic,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,226.828645139117,
year/2018,czech-republic,creative-industries,advertising-and-marketing,imports,11.2078245204699,
year/2018,czech-republic,creative-industries,architecture,imports,0.0,suppressed
year/2018,czech-republic,creative-industries,crafts,imports,0.0,suppressed
year/2018,czech-republic,creative-industries,design-and-designer-fashion,imports,0.2377787941708,
year/2018,czech-republic,creative-industries,film-tv-radio-and-photography,imports,10.4879210742167,
year/2018,czech-republic,creative-industries,it-software-and-computer-services,imports,31.4432684966129,
year/2018,czech-republic,creative-industries,publishing,imports,1.15530246190679,
year/2018,czech-republic,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,czech-republic,creative-industries,music-performing-and-visual-arts,imports,0.1557142857114,
year/2018,czech-republic,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,czech-republic,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,czech-republic,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.718726650828292,
year/2018,czech-republic,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,czech-republic,digital-sector,film-tv-video-radio-and-music,imports,10.3659210742167,
year/2018,czech-republic,digital-sector,telecommunications,imports,126.970700628923,
year/2018,czech-republic,digital-sector,computer-programming-consultancy-and-related-activities,imports,37.2729342704633,
year/2018,czech-republic,digital-sector,information-service-activities,imports,0.8491253786353,
year/2018,czech-republic,digital-sector,repair-of-computers-and-communication-equipment,imports,2.255553009736,
year/2018,czech-republic,cultural-sector,arts,imports,0.0,suppressed
year/2018,czech-republic,cultural-sector,film-tv-and-music,imports,12.4359210742167,
year/2018,czech-republic,cultural-sector,radio,imports,0.0,
year/2018,czech-republic,cultural-sector,photography,imports,0.0,suppressed
year/2018,czech-republic,cultural-sector,cultural-crafts,imports,0.0,suppressed
year/2018,czech-republic,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,czech-republic,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,czech-republic,cultural-sector,cultural-education,imports,0.0,
year/2018,czech-republic,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,czech-republic,audio-visual,audio-visual,imports,10.4138286748777,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,168.617055680286,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,65.8746943200325,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,208.981371335512,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.040869833228,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,sport,imports,6.902498777481,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,11.1987370852348,
year/2018,denmark,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,232.283947794827,
year/2018,denmark,creative-industries,advertising-and-marketing,imports,12.4922959042724,
year/2018,denmark,creative-industries,architecture,imports,2.4016164384,
year/2018,denmark,creative-industries,crafts,imports,0.0,suppressed
year/2018,denmark,creative-industries,design-and-designer-fashion,imports,0.374683615819,
year/2018,denmark,creative-industries,film-tv-radio-and-photography,imports,64.5410525151577,
year/2018,denmark,creative-industries,it-software-and-computer-services,imports,85.4093714396123,
year/2018,denmark,creative-industries,publishing,imports,2.06439396214939,
year/2018,denmark,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
