Period,Country,Sector,Subsector,Flow,Value,Marker
year/2018,lithuania,audio-visual,audio-visual,exports,10.5370755446958,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,355.01494762869,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,71.8691566940953,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,881.521206052433,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,sport,exports,2.873,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,127.273702990175,
year/2018,luxembourg,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,904.033385205037,
year/2018,luxembourg,creative-industries,advertising-and-marketing,exports,11.4250043953795,
year/2018,luxembourg,creative-industries,architecture,exports,4.00036986301,
year/2018,luxembourg,creative-industries,crafts,exports,0.0,suppressed
year/2018,luxembourg,creative-industries,design-and-designer-fashion,exports,0.453661016947,
year/2018,luxembourg,creative-industries,film-tv-radio-and-photography,exports,63.7708391637842,
year/2018,luxembourg,creative-industries,it-software-and-computer-services,exports,250.555965147717,
year/2018,luxembourg,creative-industries,publishing,exports,16.7107905115415,
year/2018,luxembourg,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,luxembourg,creative-industries,music-performing-and-visual-arts,exports,8.0943175303111,
year/2018,luxembourg,digital-sector,manufacturing-of-electronics-and-computers,exports,0.1225597216407,
year/2018,luxembourg,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,luxembourg,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,14.2498759292911,
year/2018,luxembourg,digital-sector,software-publishing,exports,17.1830776640524,
year/2018,luxembourg,digital-sector,film-tv-video-radio-and-music,exports,70.5699273990782,
year/2018,luxembourg,digital-sector,telecommunications,exports,127.273702990175,
year/2018,luxembourg,digital-sector,computer-programming-consultancy-and-related-activities,exports,267.393184685138,
year/2018,luxembourg,digital-sector,information-service-activities,exports,0.0,suppressed
year/2018,luxembourg,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,luxembourg,cultural-sector,arts,exports,0.9631827833891,
year/2018,luxembourg,cultural-sector,film-tv-and-music,exports,70.5459273990782,
year/2018,luxembourg,cultural-sector,radio,exports,0.0,suppressed
year/2018,luxembourg,cultural-sector,photography,exports,0.0,suppressed
year/2018,luxembourg,cultural-sector,cultural-crafts,exports,0.0,
year/2018,luxembourg,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,luxembourg,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,luxembourg,cultural-sector,cultural-education,exports,0.0,suppressed
year/2018,luxembourg,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,luxembourg,audio-visual,audio-visual,exports,70.8897780525415,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,116.174984510323,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,16.2186870097218,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,121.48752441172,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,4.937484104315,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,sport,exports,1.711,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,2.535273956353,
year/2018,malta,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,152.102610069566,
year/2018,malta,creative-industries,advertising-and-marketing,exports,13.0203537110093,
year/2018,malta,creative-industries,architecture,exports,0.0,suppressed
year/2018,malta,creative-industries,crafts,exports,0.0,
year/2018,malta,creative-industries,design-and-designer-fashion,exports,0.0,suppressed
year/2018,malta,creative-industries,film-tv-radio-and-photography,exports,14.2354573178018,
year/2018,malta,creative-industries,it-software-and-computer-services,exports,75.1975396719857,
year/2018,malta,creative-industries,publishing,exports,2.8219803888058,
year/2018,malta,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,malta,creative-industries,music-performing-and-visual-arts,exports,0.0,suppressed
year/2018,malta,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,malta,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,malta,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,2.7220521367728,
year/2018,malta,digital-sector,software-publishing,exports,0.71572067888,
year/2018,malta,digital-sector,film-tv-video-radio-and-music,exports,14.2887911480329,
year/2018,malta,digital-sector,telecommunications,exports,2.535273956353,
year/2018,malta,digital-sector,computer-programming-consultancy-and-related-activities,exports,82.5919957148976,
year/2018,malta,digital-sector,information-service-activities,exports,9.9241321997735,
year/2018,malta,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,malta,cultural-sector,arts,exports,0.0,suppressed
year/2018,malta,cultural-sector,film-tv-and-music,exports,14.2587911480329,
year/2018,malta,cultural-sector,radio,exports,0.0,suppressed
year/2018,malta,cultural-sector,photography,exports,0.0,suppressed
year/2018,malta,cultural-sector,cultural-crafts,exports,0.0,
year/2018,malta,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,malta,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,malta,cultural-sector,cultural-education,exports,0.0,
year/2018,malta,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,malta,audio-visual,audio-visual,exports,14.5201938917944,
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,1682.78235029715,
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,460.15058767992,
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,2809.84930083425,
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,sport,exports,80.878820894629,
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,337.399017173149,
year/2018,netherlands,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,3177.84731854308,
year/2018,netherlands,creative-industries,advertising-and-marketing,exports,231.494494255227,
year/2018,netherlands,creative-industries,architecture,exports,4.947819883285,
year/2018,netherlands,creative-industries,crafts,exports,0.0,suppressed
year/2018,netherlands,creative-industries,design-and-designer-fashion,exports,28.4787168876268,
year/2018,netherlands,creative-industries,film-tv-radio-and-photography,exports,271.354509996936,
year/2018,netherlands,creative-industries,it-software-and-computer-services,exports,863.713162156504,
year/2018,netherlands,creative-industries,publishing,exports,94.0755694345825,
year/2018,netherlands,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,netherlands,creative-industries,music-performing-and-visual-arts,exports,188.439077682984,
year/2018,netherlands,digital-sector,manufacturing-of-electronics-and-computers,exports,7.2328564144506,
year/2018,netherlands,digital-sector,wholesale-of-computers-and-electronics,exports,26.3304153794153,
year/2018,netherlands,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,88.9970400217183,
year/2018,netherlands,digital-sector,software-publishing,exports,48.5246502203857,
year/2018,netherlands,digital-sector,film-tv-video-radio-and-music,exports,443.174208880488,
year/2018,netherlands,digital-sector,telecommunications,exports,337.399017173149,
year/2018,netherlands,digital-sector,computer-programming-consultancy-and-related-activities,exports,1667.05784067139,
year/2018,netherlands,digital-sector,information-service-activities,exports,177.464025098303,
year/2018,netherlands,digital-sector,repair-of-computers-and-communication-equipment,exports,13.6692469749522,
year/2018,netherlands,cultural-sector,arts,exports,14.2239073987038,
year/2018,netherlands,cultural-sector,film-tv-and-music,exports,442.391495009158,
year/2018,netherlands,cultural-sector,radio,exports,0.0,suppressed
year/2018,netherlands,cultural-sector,photography,exports,2.395471400728,
year/2018,netherlands,cultural-sector,cultural-crafts,exports,0.0,
year/2018,netherlands,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,netherlands,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,netherlands,cultural-sector,cultural-education,exports,0.0,
year/2018,netherlands,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,suppressed
year/2018,netherlands,audio-visual,audio-visual,exports,439.542010278799,
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,347.761738280895,
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,233.909273049475,
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,420.721323181309,
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.0,suppressed
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,18.7964323378731,
year/2018,poland,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,463.178174803508,
year/2018,poland,creative-industries,advertising-and-marketing,exports,20.6934576196335,
year/2018,poland,creative-industries,architecture,exports,0.658,
year/2018,poland,creative-industries,crafts,exports,0.0,suppressed
year/2018,poland,creative-industries,design-and-designer-fashion,exports,1.2608181405255,
year/2018,poland,creative-industries,film-tv-radio-and-photography,exports,225.109160432487,
year/2018,poland,creative-industries,it-software-and-computer-services,exports,79.155984052312,
year/2018,poland,creative-industries,publishing,exports,12.0842054189482,
year/2018,poland,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,poland,creative-industries,music-performing-and-visual-arts,exports,8.6841126169881,
year/2018,poland,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,poland,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,poland,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,11.4316436467792,
year/2018,poland,digital-sector,software-publishing,exports,1.107186335404,
year/2018,poland,digital-sector,film-tv-video-radio-and-music,exports,232.106658320671,
year/2018,poland,digital-sector,telecommunications,exports,18.7964323378731,
year/2018,poland,digital-sector,computer-programming-consultancy-and-related-activities,exports,123.164424421699,
year/2018,poland,digital-sector,information-service-activities,exports,15.6233541763035,
year/2018,poland,digital-sector,repair-of-computers-and-communication-equipment,exports,4.233907782769,
year/2018,poland,cultural-sector,arts,exports,1.6485682171769,
year/2018,poland,cultural-sector,film-tv-and-music,exports,232.072658320671,
year/2018,poland,cultural-sector,radio,exports,0.0,suppressed
year/2018,poland,cultural-sector,photography,exports,0.0,suppressed
year/2018,poland,cultural-sector,cultural-crafts,exports,0.0,
year/2018,poland,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,poland,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,poland,cultural-sector,cultural-education,exports,0.0,suppressed
year/2018,poland,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,poland,audio-visual,audio-visual,exports,232.540761799774,
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,87.6747497654241,
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,37.6222589846273,
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,157.513094789402,
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.0,suppressed
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,13.0172408146021,
year/2018,portugal,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,180.516278956313,
year/2018,portugal,creative-industries,advertising-and-marketing,exports,5.1314676507509,
year/2018,portugal,creative-industries,architecture,exports,0.177,
year/2018,portugal,creative-industries,crafts,exports,0.0,suppressed
year/2018,portugal,creative-industries,design-and-designer-fashion,exports,0.830200282459,
year/2018,portugal,creative-industries,film-tv-radio-and-photography,exports,35.4148834757514,
year/2018,portugal,creative-industries,it-software-and-computer-services,exports,35.1995606402216,
year/2018,portugal,creative-industries,publishing,exports,8.7142622073653,
year/2018,portugal,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,portugal,creative-industries,music-performing-and-visual-arts,exports,2.1883755088759,
year/2018,portugal,digital-sector,manufacturing-of-electronics-and-computers,exports,0.4196567873192,
year/2018,portugal,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,portugal,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,8.5682234885764,
year/2018,portugal,digital-sector,software-publishing,exports,1.93224926487,
year/2018,portugal,digital-sector,film-tv-video-radio-and-music,exports,36.2643534497314,
year/2018,portugal,digital-sector,telecommunications,exports,13.0172408146021,
year/2018,portugal,digital-sector,computer-programming-consultancy-and-related-activities,exports,46.6484196652178,
year/2018,portugal,digital-sector,information-service-activities,exports,13.1755013184317,
year/2018,portugal,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,portugal,cultural-sector,arts,exports,1.3060813912259,
year/2018,portugal,cultural-sector,film-tv-and-music,exports,36.1833534497314,
year/2018,portugal,cultural-sector,radio,exports,0.0,suppressed
year/2018,portugal,cultural-sector,photography,exports,0.0,suppressed
year/2018,portugal,cultural-sector,cultural-crafts,exports,0.0,
year/2018,portugal,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,portugal,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,portugal,cultural-sector,cultural-education,exports,0.0,
year/2018,portugal,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,portugal,audio-visual,audio-visual,exports,36.7523842023744,
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,99.8124780220907,
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,74.8647681705067,
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,134.427789754332,
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.0,suppressed
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,29.3752385315597,
year/2018,romania,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,141.954511354056,
year/2018,romania,creative-industries,advertising-and-marketing,exports,5.8601420086931,
year/2018,romania,creative-industries,architecture,exports,0.0,suppressed
year/2018,romania,creative-industries,crafts,exports,0.0,
year/2018,romania,creative-industries,design-and-designer-fashion,exports,0.3400096796972,
year/2018,romania,creative-industries,film-tv-radio-and-photography,exports,74.2429630590184,
year/2018,romania,creative-industries,it-software-and-computer-services,exports,15.1809786398504,
year/2018,romania,creative-industries,publishing,exports,3.1485795233433,
year/2018,romania,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,romania,creative-industries,music-performing-and-visual-arts,exports,0.6158051114883,
year/2018,romania,digital-sector,manufacturing-of-electronics-and-computers,exports,0.2946056127104,
year/2018,romania,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,romania,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,3.1305795233433,
year/2018,romania,digital-sector,software-publishing,exports,0.0,suppressed
year/2018,romania,digital-sector,film-tv-video-radio-and-music,exports,74.5030512943124,
year/2018,romania,digital-sector,telecommunications,exports,29.3752385315597,
year/2018,romania,digital-sector,computer-programming-consultancy-and-related-activities,exports,21.3205239640984,
year/2018,romania,digital-sector,information-service-activities,exports,1.6625335240157,
year/2018,romania,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,romania,cultural-sector,arts,exports,0.3557168761943,
year/2018,romania,cultural-sector,film-tv-and-music,exports,74.5030512943124,
year/2018,romania,cultural-sector,radio,exports,0.0,
year/2018,romania,cultural-sector,photography,exports,0.0,
year/2018,romania,cultural-sector,cultural-crafts,exports,0.0,
year/2018,romania,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,romania,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,romania,cultural-sector,cultural-education,exports,0.0,
year/2018,romania,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,suppressed
year/2018,romania,audio-visual,audio-visual,exports,75.1887698704896,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,89.5430939746475,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,24.1504178386473,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,58.429952916929,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.012,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,7.8423751627674,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,109.07267720816,
year/2018,slovakia,creative-industries,advertising-and-marketing,exports,0.0,suppressed
year/2018,slovakia,creative-industries,architecture,exports,0.617,
year/2018,slovakia,creative-industries,crafts,exports,0.0,
year/2018,slovakia,creative-industries,design-and-designer-fashion,exports,0.0,suppressed
year/2018,slovakia,creative-industries,film-tv-radio-and-photography,exports,23.6545619964223,
year/2018,slovakia,creative-industries,it-software-and-computer-services,exports,13.7373860592012,
year/2018,slovakia,creative-industries,publishing,exports,1.378990255244,
year/2018,slovakia,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,slovakia,creative-industries,music-performing-and-visual-arts,exports,0.488855842225,
year/2018,slovakia,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,slovakia,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,slovakia,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,1.376990255244,
year/2018,slovakia,digital-sector,software-publishing,exports,0.0,suppressed
year/2018,slovakia,digital-sector,film-tv-video-radio-and-music,exports,23.7979933689713,
year/2018,slovakia,digital-sector,telecommunications,exports,7.8423751627674,
year/2018,slovakia,digital-sector,computer-programming-consultancy-and-related-activities,exports,17.1168149663112,
year/2018,slovakia,digital-sector,information-service-activities,exports,2.3508339435061,
year/2018,slovakia,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,slovakia,cultural-sector,arts,exports,0.343424469676,
year/2018,slovakia,cultural-sector,film-tv-and-music,exports,23.7979933689713,
year/2018,slovakia,cultural-sector,radio,exports,0.0,
year/2018,slovakia,cultural-sector,photography,exports,0.0,suppressed
year/2018,slovakia,cultural-sector,cultural-crafts,exports,0.0,
year/2018,slovakia,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,slovakia,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,slovakia,cultural-sector,cultural-education,exports,0.0,
year/2018,slovakia,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,slovakia,audio-visual,audio-visual,exports,24.1277403475524,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,28.2675727504275,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,17.0297589698005,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,38.796595018427,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.20520766773,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,5.7709038437076,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,39.9830620833447,
year/2018,slovenia,creative-industries,advertising-and-marketing,exports,0.160583155947,
year/2018,slovenia,creative-industries,architecture,exports,0.0,suppressed
year/2018,slovenia,creative-industries,crafts,exports,0.0,
year/2018,slovenia,creative-industries,design-and-designer-fashion,exports,0.0,suppressed
year/2018,slovenia,creative-industries,film-tv-radio-and-photography,exports,16.7868410377712,
year/2018,slovenia,creative-industries,it-software-and-computer-services,exports,8.5201223179772,
year/2018,slovenia,creative-industries,publishing,exports,1.9243205857264,
year/2018,slovenia,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,slovenia,creative-industries,music-performing-and-visual-arts,exports,0.2349179320293,
year/2018,slovenia,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,slovenia,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,slovenia,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,1.9243205857264,
year/2018,slovenia,digital-sector,software-publishing,exports,0.0,suppressed
year/2018,slovenia,digital-sector,film-tv-video-radio-and-music,exports,16.8418704495362,
year/2018,slovenia,digital-sector,telecommunications,exports,5.7709038437076,
year/2018,slovenia,digital-sector,computer-programming-consultancy-and-related-activities,exports,9.1749121632849,
year/2018,slovenia,digital-sector,information-service-activities,exports,1.1243781003135,
year/2018,slovenia,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,slovenia,cultural-sector,arts,exports,0.1748885202643,
year/2018,slovenia,cultural-sector,film-tv-and-music,exports,16.8128704495362,
year/2018,slovenia,cultural-sector,radio,exports,0.0,suppressed
year/2018,slovenia,cultural-sector,photography,exports,0.0,suppressed
year/2018,slovenia,cultural-sector,cultural-crafts,exports,0.0,
year/2018,slovenia,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,slovenia,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,slovenia,cultural-sector,cultural-education,exports,0.0,
year/2018,slovenia,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,slovenia,audio-visual,audio-visual,exports,17.2034138293685,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,819.680889014691,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,420.537653038737,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,1174.89824477745,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,sport,exports,338.472789685115,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,108.579557664178,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,1657.13970323563,
year/2018,spain,creative-industries,advertising-and-marketing,exports,102.860307271857,
year/2018,spain,creative-industries,architecture,exports,8.194711372103,
year/2018,spain,creative-industries,crafts,exports,0.0,
year/2018,spain,creative-industries,design-and-designer-fashion,exports,8.2660127487339,
year/2018,spain,creative-industries,film-tv-radio-and-photography,exports,399.79080227235,
year/2018,spain,creative-industries,it-software-and-computer-services,exports,240.202560137823,
year/2018,spain,creative-industries,publishing,exports,39.6196444454366,
year/2018,spain,creative-industries,museums-galleries-and-libraries,exports,0.2194,
year/2018,spain,creative-industries,music-performing-and-visual-arts,exports,20.5274507663871,
year/2018,spain,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,spain,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,spain,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,38.9095863672532,
year/2018,spain,digital-sector,software-publishing,exports,18.063920561856,
year/2018,spain,digital-sector,film-tv-video-radio-and-music,exports,409.501917493553,
year/2018,spain,digital-sector,telecommunications,exports,108.579557664178,
year/2018,spain,digital-sector,computer-programming-consultancy-and-related-activities,exports,391.946464638055,
year/2018,spain,digital-sector,information-service-activities,exports,72.7831843577355,
year/2018,spain,digital-sector,repair-of-computers-and-communication-equipment,exports,7.759036320763,
year/2018,spain,cultural-sector,arts,exports,10.6099279750186,
year/2018,spain,cultural-sector,film-tv-and-music,exports,409.456917493553,
year/2018,spain,cultural-sector,radio,exports,0.0,suppressed
year/2018,spain,cultural-sector,photography,exports,0.2064075701656,
year/2018,spain,cultural-sector,cultural-crafts,exports,0.0,
year/2018,spain,cultural-sector,museums-and-galleries,exports,0.0,suppressed
year/2018,spain,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,spain,cultural-sector,cultural-education,exports,0.0,
year/2018,spain,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,spain,audio-visual,audio-visual,exports,407.727527151979,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,2309.91259354302,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,557.097068075244,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,1291.10523289854,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.0,suppressed
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,76.7424406092328,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,2737.21344519735,
year/2018,sweden,creative-industries,advertising-and-marketing,exports,0.0,suppressed
year/2018,sweden,creative-industries,architecture,exports,5.34012017528,
year/2018,sweden,creative-industries,crafts,exports,0.0,
year/2018,sweden,creative-industries,design-and-designer-fashion,exports,4.65575233143,
year/2018,sweden,creative-industries,film-tv-radio-and-photography,exports,430.312876287969,
year/2018,sweden,creative-industries,it-software-and-computer-services,exports,341.544475661889,
year/2018,sweden,creative-industries,publishing,exports,25.6583869443023,
year/2018,sweden,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,sweden,creative-industries,music-performing-and-visual-arts,exports,126.580191787275,
year/2018,sweden,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,sweden,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,sweden,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,22.4675408899559,
year/2018,sweden,digital-sector,software-publishing,exports,19.007030090839,
year/2018,sweden,digital-sector,film-tv-video-radio-and-music,exports,550.504817650143,
year/2018,sweden,digital-sector,telecommunications,exports,76.7424406092328,
year/2018,sweden,digital-sector,computer-programming-consultancy-and-related-activities,exports,459.62183588271,
year/2018,sweden,digital-sector,information-service-activities,exports,39.2975828258881,
year/2018,sweden,digital-sector,repair-of-computers-and-communication-equipment,exports,9.434018230176,
year/2018,sweden,cultural-sector,arts,exports,5.6033772453174,
year/2018,sweden,cultural-sector,film-tv-and-music,exports,549.940680988093,
year/2018,sweden,cultural-sector,radio,exports,0.0,suppressed
year/2018,sweden,cultural-sector,photography,exports,0.784873179783,
year/2018,sweden,cultural-sector,cultural-crafts,exports,0.0,
year/2018,sweden,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,sweden,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,sweden,cultural-sector,cultural-education,exports,0.0,
year/2018,sweden,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,sweden,audio-visual,audio-visual,exports,549.780237471211,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,37.552216148507,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,0.0,suppressed
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,39.948767442547,
